ID,From_Varient,To_Varient,WO,Updated_by,Updated_dt,Approved_by,Approved_dt
8657,Pantene Pro-V Hair Science Luscious Thick shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Deep Repair New,0,Rana.d@pg.com,58:31.4,,58:31.4
8658,Pantene Pro-V Hair Science Luscious Thick shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Hair Fall Control New,0,Rana.d@pg.com,58:31.4,,58:31.4
8659,H&S 2in1 AD Shampoo + Conditioner Menthol Fresh,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8660,H&S 2in1 AD Shiny Black (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8661,H&S AD 2in1 Soft & Silky (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8662,H&S AD Smooth & Silky (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8663,H&S Anti Dandruff Shampoo Cool Menthol (For Export only),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8664,H&S AD AHF (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8665,H&S AD 2in1 Smooth & Silky (California),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8666,H&S Anti-Dandruff shampoo Smooth & Silky (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8667,H&S Anti-Dandruff shampoo Anti- Hairfall (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8668,H&S AD 2in1 AHF (California),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8669,H&S Anti-Dandruff shampoo Silky Black (LCV),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8670,H&S SB 2in1(PO),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8671,H&S CM(PO),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8672,H&S AD 2in1 CM(California),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8673,H&S AP 2in1(PO),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8674,H&S LF(PO),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8675,H&S AD 7in1 Anti Dandruff Shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8676,H&S  Deep Cleanse anti dandruff Shampoo (Black Gold),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8677,H&S NEEM (PO),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8678,Head & Shoulders Daily Clean Anti-Dandruff  Shampoo (Peg-Removal),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8679,Head & Shoulders Anti-Dandruff  Shampoo Neem (Peg-Removal),Pantene Pro-V Hair Science Luscious Thick shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8680,Head & Shoulders Daily Cool Anti-Dandruff  Shampoo (Peg-Removal),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8681,Head & Shoulders Daily Smooth Anti-Dandruff  Shampoo (Peg-Removal),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8682,Pantene Pro-V Hair Science Lively Clean shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8683,Pantene Pro-V Hair Science Luscious Thick shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8684,Pantene Pro-V Hair Science Luscious Thick shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8685,Pantene Pro-V Hair Science Deep Repair shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8686,Pantene Pro-V Hair Science Hair fall Control shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8687,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8688,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8689,Pantene Pro-V Hair Science Healthy Shine shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8690,Pantene Pro-V Hair Science Silky Smooth shampoo,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8691,Pantene Pro-V Hair Science Healthy Shine Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8692,Pantene Pro-V Hair Science Silky Smooth Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8693,PTN Pro-V 2 in1 Shampoo + Conditioner Silky Smooth(Athena),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8694,Pantene Pro-V 2in1 shampoo + Conditioner Silky Smooth New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8695,PTN Pro-V 2 in1 Shampoo + Conditioner Deep Repair(Athena),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8696,PTN Pro-V 2 in1 Shampoo + Conditioner Hair Fall Control(Athena),Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8697,Pantene Pro-V 2in1 shampoo + Conditioner Deep Repair New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8698,Pantene Pro-V 2in1 shampoo + Conditioner Hair Fall Control New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8699,H&S 2in1 AD Shampoo + Conditioner Menthol Fresh,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8700,H&S 2in1 AD Shiny Black (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8701,H&S AD 2in1 Soft & Silky (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8702,H&S AD Smooth & Silky (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8703,H&S Anti Dandruff Shampoo Cool Menthol (For Export only),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8704,H&S AD AHF (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8705,H&S AD 2in1 Smooth & Silky (California),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8706,H&S Anti-Dandruff shampoo Smooth & Silky (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8707,H&S Anti-Dandruff shampoo Anti- Hairfall (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8708,H&S AD 2in1 AHF (California),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8709,H&S Anti-Dandruff shampoo Silky Black (LCV),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8710,H&S SB 2in1(PO),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8711,H&S CM(PO),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8712,H&S AD 2in1 CM(California),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8713,H&S AP 2in1(PO),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8714,H&S LF(PO),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8715,H&S AD 7in1 Anti Dandruff Shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8716,H&S  Deep Cleanse anti dandruff Shampoo (Black Gold),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8717,H&S NEEM (PO),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8718,Head & Shoulders Daily Clean Anti-Dandruff  Shampoo (Peg-Removal),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8719,Head & Shoulders Anti-Dandruff  Shampoo Neem (Peg-Removal),PTN Pro-V Hair Science Deep Repair Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8720,Head & Shoulders Daily Cool Anti-Dandruff  Shampoo (Peg-Removal),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8721,Head & Shoulders Daily Smooth Anti-Dandruff  Shampoo (Peg-Removal),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8722,Pantene Pro-V Hair Science Lively Clean shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8723,Pantene Pro-V Hair Science Luscious Thick shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8724,Pantene Pro-V Hair Science Luscious Thick shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8725,Pantene Pro-V Hair Science Deep Repair shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8726,Pantene Pro-V Hair Science Hair fall Control shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8727,PTN Pro-V Hair Science Deep Repair Shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8728,PTN Pro-V Hair Science Hair Fall Control Shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8729,Pantene Pro-V Hair Science Healthy Shine shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8730,Pantene Pro-V Hair Science Silky Smooth shampoo,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8731,Pantene Pro-V Hair Science Healthy Shine Shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8732,Pantene Pro-V Hair Science Silky Smooth Shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8733,PTN Pro-V 2 in1 Shampoo + Conditioner Silky Smooth(Athena),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8734,Pantene Pro-V 2in1 shampoo + Conditioner Silky Smooth New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8735,PTN Pro-V 2 in1 Shampoo + Conditioner Deep Repair(Athena),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8736,PTN Pro-V 2 in1 Shampoo + Conditioner Hair Fall Control(Athena),PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8737,Pantene Pro-V 2in1 shampoo + Conditioner Deep Repair New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8738,Pantene Pro-V 2in1 shampoo + Conditioner Hair Fall Control New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8739,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S 2in1 AD Shampoo + Conditioner Menthol Fresh,0,Rana.d@pg.com,58:31.4,,58:31.4
8740,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S 2in1 AD Shiny Black (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8741,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD 2in1 Soft & Silky (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8742,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD Smooth & Silky (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8743,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S Anti Dandruff Shampoo Cool Menthol (For Export only),0,Rana.d@pg.com,58:31.4,,58:31.4
8744,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD AHF (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8745,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD 2in1 Smooth & Silky (California),0,Rana.d@pg.com,58:31.4,,58:31.4
8746,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S Anti-Dandruff shampoo Smooth & Silky (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8747,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S Anti-Dandruff shampoo Anti- Hairfall (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8748,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD 2in1 AHF (California),0,Rana.d@pg.com,58:31.4,,58:31.4
8749,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S Anti-Dandruff shampoo Silky Black (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8750,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S SB 2in1(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8751,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S CM(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8752,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD 2in1 CM(California),0,Rana.d@pg.com,58:31.4,,58:31.4
8753,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AP 2in1(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8754,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S LF(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8755,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S AD 7in1 Anti Dandruff Shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8756,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S  Deep Cleanse anti dandruff Shampoo (Black Gold),0,Rana.d@pg.com,58:31.4,,58:31.4
8757,PTN Pro-V Hair Science Deep Repair Shampoo New,H&S NEEM (PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8758,PTN Pro-V Hair Science Deep Repair Shampoo New,Head & Shoulders Daily Clean Anti-Dandruff  Shampoo (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8759,PTN Pro-V Hair Science Deep Repair Shampoo New,Head & Shoulders Anti-Dandruff  Shampoo Neem (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8760,PTN Pro-V Hair Science Deep Repair Shampoo New,Head & Shoulders Daily Cool Anti-Dandruff  Shampoo (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8761,PTN Pro-V Hair Science Deep Repair Shampoo New,Head & Shoulders Daily Smooth Anti-Dandruff  Shampoo (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8762,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Lively Clean shampoo,1,Rana.d@pg.com,58:31.4,,58:31.4
8763,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8764,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8765,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Deep Repair shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8766,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Hair fall Control shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8767,PTN Pro-V Hair Science Deep Repair Shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8768,PTN Pro-V Hair Science Deep Repair Shampoo New,PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8769,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Healthy Shine shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8770,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Silky Smooth shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8771,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Healthy Shine Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8772,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V Hair Science Silky Smooth Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8773,PTN Pro-V Hair Science Deep Repair Shampoo New,PTN Pro-V 2 in1 Shampoo + Conditioner Silky Smooth(Athena),0,Rana.d@pg.com,58:31.4,,58:31.4
8774,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Silky Smooth New,0,Rana.d@pg.com,58:31.4,,58:31.4
8775,PTN Pro-V Hair Science Deep Repair Shampoo New,PTN Pro-V 2 in1 Shampoo + Conditioner Deep Repair(Athena),0,Rana.d@pg.com,58:31.4,,58:31.4
8776,PTN Pro-V Hair Science Deep Repair Shampoo New,PTN Pro-V 2 in1 Shampoo + Conditioner Hair Fall Control(Athena),0,Rana.d@pg.com,58:31.4,,58:31.4
8777,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Deep Repair New,0,Rana.d@pg.com,58:31.4,,58:31.4
8778,PTN Pro-V Hair Science Deep Repair Shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Hair Fall Control New,0,Rana.d@pg.com,58:31.4,,58:31.4
8779,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S 2in1 AD Shampoo + Conditioner Menthol Fresh,0,Rana.d@pg.com,58:31.4,,58:31.4
8780,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S 2in1 AD Shiny Black (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8781,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD 2in1 Soft & Silky (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8782,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD Smooth & Silky (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8783,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S Anti Dandruff Shampoo Cool Menthol (For Export only),0,Rana.d@pg.com,58:31.4,,58:31.4
8784,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD AHF (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8785,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD 2in1 Smooth & Silky (California),0,Rana.d@pg.com,58:31.4,,58:31.4
8786,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S Anti-Dandruff shampoo Smooth & Silky (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8787,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S Anti-Dandruff shampoo Anti- Hairfall (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8788,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD 2in1 AHF (California),0,Rana.d@pg.com,58:31.4,,58:31.4
8789,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S Anti-Dandruff shampoo Silky Black (LCV),0,Rana.d@pg.com,58:31.4,,58:31.4
8790,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S SB 2in1(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8791,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S CM(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8792,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD 2in1 CM(California),0,Rana.d@pg.com,58:31.4,,58:31.4
8793,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AP 2in1(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8794,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S LF(PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8795,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S AD 7in1 Anti Dandruff Shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8796,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S  Deep Cleanse anti dandruff Shampoo (Black Gold),0,Rana.d@pg.com,58:31.4,,58:31.4
8797,PTN Pro-V Hair Science Hair Fall Control Shampoo New,H&S NEEM (PO),0,Rana.d@pg.com,58:31.4,,58:31.4
8798,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Head & Shoulders Daily Clean Anti-Dandruff  Shampoo (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8799,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Head & Shoulders Anti-Dandruff  Shampoo Neem (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8800,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Head & Shoulders Daily Cool Anti-Dandruff  Shampoo (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8801,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Head & Shoulders Daily Smooth Anti-Dandruff  Shampoo (Peg-Removal),0,Rana.d@pg.com,58:31.4,,58:31.4
8802,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Lively Clean shampoo,1,Rana.d@pg.com,58:31.4,,58:31.4
8803,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8804,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Luscious Thick shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8805,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Deep Repair shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8806,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Hair fall Control shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8807,PTN Pro-V Hair Science Hair Fall Control Shampoo New,PTN Pro-V Hair Science Deep Repair Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8808,PTN Pro-V Hair Science Hair Fall Control Shampoo New,PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8809,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Healthy Shine shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8810,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Silky Smooth shampoo,0,Rana.d@pg.com,58:31.4,,58:31.4
8811,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Healthy Shine Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8812,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V Hair Science Silky Smooth Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8813,PTN Pro-V Hair Science Hair Fall Control Shampoo New,PTN Pro-V 2 in1 Shampoo + Conditioner Silky Smooth(Athena),0,Rana.d@pg.com,58:31.4,,58:31.4
8814,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Silky Smooth New,0,Rana.d@pg.com,58:31.4,,58:31.4
8815,PTN Pro-V Hair Science Hair Fall Control Shampoo New,PTN Pro-V 2 in1 Shampoo + Conditioner Deep Repair(Athena),0,Rana.d@pg.com,58:31.4,,58:31.4
8816,PTN Pro-V Hair Science Hair Fall Control Shampoo New,PTN Pro-V 2 in1 Shampoo + Conditioner Hair Fall Control(Athena),0,Rana.d@pg.com,58:31.4,,58:31.4
8817,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Deep Repair New,0,Rana.d@pg.com,58:31.4,,58:31.4
8818,PTN Pro-V Hair Science Hair Fall Control Shampoo New,Pantene Pro-V 2in1 shampoo + Conditioner Hair Fall Control New,0,Rana.d@pg.com,58:31.4,,58:31.4
8819,H&S 2in1 AD Shampoo + Conditioner Menthol Fresh,PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8820,H&S 2in1 AD Shiny Black (LCV),PTN Pro-V Hair Science Hair Fall Control Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8821,H&S AD 2in1 Soft & Silky (LCV),PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8822,H&S AD Smooth & Silky (LCV),PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8823,H&S Anti Dandruff Shampoo Cool Menthol (For Export only),PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8824,H&S AD AHF (LCV),PTN Pro-V Hair Science Hair Fall Control Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
8825,H&S AD 2in1 Smooth & Silky (California),PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8826,H&S Anti-Dandruff shampoo Smooth & Silky (LCV),PTN Pro-V Hair Science Hair Fall Control Shampoo New,0,Rana.d@pg.com,58:31.4,,58:31.4
8827,H&S Anti-Dandruff shampoo Anti- Hairfall (LCV),PTN Pro-V Hair Science Hair Fall Control Shampoo New,1,Rana.d@pg.com,58:31.4,,58:31.4
